fasttext_model,dataset,model,F1_macro
pretrained,toxicity_severetoxic,hateval_aggression,0.612657437362564
pretrained,toxicity_obscene,hateval_aggression,0.5681891999537756
pretrained,toxicity_toxic,hateval_aggression,0.5433667370752016
pretrained,zeerak_hate,hateval_aggression,0.42067983350140536
pretrained,trac_overt,hateval_aggression,0.4501712614700384
pretrained,ami,hateval_aggression,0.5809766148995312
pretrained,stormfront_sentence,hateval_aggression,0.496918391977832
pretrained,zeerak_sexism,hateval_aggression,0.4617121825055938
pretrained,davidson_toxicity,hateval_aggression,0.18131893552446515
pretrained,hateval_hate,hateval_aggression,0.5715069244481009
pretrained,davidson_hate,hateval_aggression,0.5047255131635298
pretrained,hateval_aggression,hateval_aggression,0.6754593465104938
pretrained,trac_aggr,hateval_aggression,0.3072274513368238
pretrained,trac_covert,hateval_aggression,0.40429034012504494
pretrained,offenseval,hateval_aggression,0.4426075268817205
pretrained,toxicity_threat,hateval_aggression,0.5605921509918881
pretrained,stormfront_post,hateval_aggression,0.4929006085192698
pretrained,toxicity_identityhate,hateval_aggression,0.5523915491719285
pretrained,zeerak_racism,trac_aggr,0.4397179561317393
pretrained,davidson_offensive,trac_aggr,0.5144926149029216
pretrained,toxicity_insult,trac_aggr,0.3485092329247588
pretrained,toxicity_severetoxic,trac_aggr,0.29739419403029244
pretrained,toxicity_obscene,trac_aggr,0.3491784781777769
pretrained,toxicity_toxic,trac_aggr,0.3967316919333859
pretrained,zeerak_hate,trac_aggr,0.5400329840553887
pretrained,trac_overt,trac_aggr,0.5076818337982629
pretrained,ami,trac_aggr,0.4914033896227909
pretrained,stormfront_sentence,trac_aggr,0.4878935312112844
pretrained,zeerak_sexism,trac_aggr,0.4324772886093641
pretrained,davidson_toxicity,trac_aggr,0.5172921900891202
pretrained,hateval_hate,trac_aggr,0.5197587851720966
pretrained,davidson_hate,trac_aggr,0.3375790145310737
pretrained,hateval_aggression,trac_aggr,0.418086283129866
pretrained,trac_aggr,trac_aggr,0.6977108982016845
pretrained,trac_covert,trac_aggr,0.5596255161176727
pretrained,offenseval,trac_aggr,0.4579466503111898
pretrained,toxicity_threat,trac_aggr,0.28853822823468306
pretrained,stormfront_post,trac_aggr,0.5060882710727403
pretrained,toxicity_identityhate,trac_aggr,0.2974262517120013
pretrained,zeerak_racism,trac_covert,0.5067511567074106
pretrained,davidson_offensive,trac_covert,0.3033533315972077
pretrained,toxicity_insult,trac_covert,0.4746048639461186
pretrained,toxicity_severetoxic,trac_covert,0.4577673581591905
pretrained,toxicity_obscene,trac_covert,0.4709759848158656
pretrained,toxicity_toxic,trac_covert,0.4877986956955857
pretrained,zeerak_hate,trac_covert,0.493224637117476
pretrained,trac_overt,trac_covert,0.5003816650900541
pretrained,ami,trac_covert,0.4479409788208771
pretrained,stormfront_sentence,trac_covert,0.5116695831030884
pretrained,zeerak_sexism,trac_covert,0.4955054095521583
pretrained,davidson_toxicity,trac_covert,0.2669720433116208
pretrained,hateval_hate,trac_covert,0.4940608430344501
pretrained,davidson_hate,trac_covert,0.4944650474278219
pretrained,hateval_aggression,trac_covert,0.5243303412525321
pretrained,trac_aggr,trac_covert,0.5303017669535459
pretrained,trac_covert,trac_covert,0.5882208124818642
pretrained,offenseval,trac_covert,0.5005749754076784
pretrained,toxicity_threat,trac_covert,0.4558246114841811
pretrained,stormfront_post,trac_covert,0.5006904643413893
pretrained,toxicity_identityhate,trac_covert,0.4598632951318295
pretrained,zeerak_racism,offenseval,0.5199942032542721
pretrained,davidson_offensive,offenseval,0.6488086135755984
pretrained,toxicity_insult,offenseval,0.6191304157297266
pretrained,toxicity_severetoxic,offenseval,0.5039942924493103
pretrained,toxicity_obscene,offenseval,0.6318529851530782
pretrained,toxicity_toxic,offenseval,0.6775358323268994
pretrained,zeerak_hate,offenseval,0.5612171402331243
pretrained,trac_overt,offenseval,0.5932770480351646
pretrained,ami,offenseval,0.6488679605914753
pretrained,stormfront_sentence,offenseval,0.5807404604174603
pretrained,zeerak_sexism,offenseval,0.5539845042070892
pretrained,davidson_toxicity,offenseval,0.6384759051293154
pretrained,hateval_hate,offenseval,0.5945705550660063
pretrained,davidson_hate,offenseval,0.3314362462720105
pretrained,hateval_aggression,offenseval,0.5585992404079069
pretrained,trac_aggr,offenseval,0.4777368503188662
pretrained,trac_covert,offenseval,0.4783313842625161
pretrained,offenseval,offenseval,0.6747354900221142
pretrained,toxicity_threat,offenseval,0.4669632825884164
pretrained,stormfront_post,offenseval,0.5782833739294413
pretrained,toxicity_identityhate,offenseval,0.4920986922645818
pretrained,zeerak_racism,toxicity_threat,0.4686288886561224
pretrained,davidson_offensive,toxicity_threat,0.1921960259974727
pretrained,toxicity_insult,toxicity_threat,0.5108539897524564
pretrained,toxicity_severetoxic,toxicity_threat,0.5579031921687996
pretrained,toxicity_obscene,toxicity_threat,0.5106038025565941
pretrained,toxicity_toxic,toxicity_threat,0.49248366256956
pretrained,zeerak_hate,toxicity_threat,0.4048568747067105
pretrained,trac_overt,toxicity_threat,0.43427136276326295
pretrained,ami,toxicity_threat,0.3603232723337819
pretrained,stormfront_sentence,toxicity_threat,0.4730423620025674
pretrained,zeerak_sexism,toxicity_threat,0.44393291680368296
pretrained,davidson_toxicity,toxicity_threat,0.1505889604092245
pretrained,hateval_hate,toxicity_threat,0.3689823729817805
pretrained,davidson_hate,toxicity_threat,0.4884802505785053
pretrained,hateval_aggression,toxicity_threat,0.4476641582536489
pretrained,trac_aggr,toxicity_threat,0.29191721766502154
pretrained,trac_covert,toxicity_threat,0.393081124822982
pretrained,offenseval,toxicity_threat,0.4313725490196078
pretrained,toxicity_threat,toxicity_threat,0.6473525698883709
pretrained,stormfront_post,toxicity_threat,0.4430003713330858
pretrained,toxicity_identityhate,toxicity_threat,0.5274025796814841
pretrained,zeerak_racism,stormfront_post,0.5320852631719495
pretrained,davidson_offensive,stormfront_post,0.2118700013071008
pretrained,toxicity_insult,stormfront_post,0.5116124307265941
pretrained,toxicity_severetoxic,stormfront_post,0.5139273524145557
pretrained,toxicity_obscene,stormfront_post,0.5093737808050962
pretrained,toxicity_toxic,stormfront_post,0.4989247325074505
pretrained,zeerak_hate,stormfront_post,0.4371534387957954
pretrained,trac_overt,stormfront_post,0.4743805847062875
pretrained,ami,stormfront_post,0.409381829022602
pretrained,stormfront_sentence,stormfront_post,0.8268809041835358
pretrained,zeerak_sexism,stormfront_post,0.4494935162863451
pretrained,davidson_toxicity,stormfront_post,0.17356919109815908
pretrained,hateval_hate,stormfront_post,0.4177750807734572
pretrained,davidson_hate,stormfront_post,0.5162198514703515
pretrained,hateval_aggression,stormfront_post,0.5054544164251229
pretrained,trac_aggr,stormfront_post,0.3238104278510414
pretrained,trac_covert,stormfront_post,0.4097899068659303
pretrained,offenseval,stormfront_post,0.4653171738009282
pretrained,toxicity_threat,stormfront_post,0.5093883192849186
pretrained,stormfront_post,stormfront_post,0.6411839633843563
pretrained,toxicity_identityhate,stormfront_post,0.5277813894490341
pretrained,zeerak_racism,toxicity_identityhate,0.4837138299042799
pretrained,davidson_offensive,toxicity_identityhate,0.21170013009333427
pretrained,toxicity_insult,toxicity_identityhate,0.5439741494023147
pretrained,toxicity_severetoxic,toxicity_identityhate,0.5875006969400529
pretrained,toxicity_obscene,toxicity_identityhate,0.5323061794080808
pretrained,toxicity_toxic,toxicity_identityhate,0.5129389601473879
pretrained,zeerak_hate,toxicity_identityhate,0.41211607563346975
pretrained,trac_overt,toxicity_identityhate,0.4327850255246739
pretrained,ami,toxicity_identityhate,0.3935850123335359
pretrained,stormfront_sentence,toxicity_identityhate,0.4879574994880928
pretrained,zeerak_sexism,toxicity_identityhate,0.44541535976958985
pretrained,davidson_toxicity,toxicity_identityhate,0.1831413461014794
pretrained,hateval_hate,toxicity_identityhate,0.3920655874383381
pretrained,davidson_hate,toxicity_identityhate,0.5724162790738049
pretrained,hateval_aggression,toxicity_identityhate,0.4734954560368706
pretrained,trac_aggr,toxicity_identityhate,0.29128277817150955
pretrained,trac_covert,toxicity_identityhate,0.3932038834951456
pretrained,offenseval,toxicity_identityhate,0.4303571428571429
pretrained,toxicity_threat,toxicity_identityhate,0.5519710554472252
pretrained,stormfront_post,toxicity_identityhate,0.4524577572051447
pretrained,toxicity_identityhate,toxicity_identityhate,0.6367814875812152
simple,zeerak_racism,zeerak_racism,0.8372856348629346
simple,davidson_offensive,zeerak_racism,0.1915173872730707
simple,toxicity_insult,zeerak_racism,0.4935374510679684
simple,toxicity_severetoxic,zeerak_racism,0.5026025974171661
simple,toxicity_obscene,zeerak_racism,0.4904110001706087
simple,toxicity_toxic,zeerak_racism,0.4812647460720466
simple,zeerak_hate,zeerak_racism,0.598475292800758
simple,trac_overt,zeerak_racism,0.4758851737599584
simple,ami,zeerak_racism,0.35587761674718194
simple,stormfront_sentence,zeerak_racism,0.4997484784718828
simple,zeerak_sexism,zeerak_racism,0.4135260115606937
simple,davidson_toxicity,zeerak_racism,0.14939631307989326
simple,hateval_hate,zeerak_racism,0.3735431235431236
simple,davidson_hate,zeerak_racism,0.484074665186316
simple,hateval_aggression,zeerak_racism,0.4494857990597321
simple,trac_aggr,zeerak_racism,0.3264041331685282
simple,trac_covert,zeerak_racism,0.4124005411177106
simple,offenseval,zeerak_racism,0.4402526759080541
simple,toxicity_threat,zeerak_racism,0.5013039928065681
simple,stormfront_post,zeerak_racism,0.4710503973298714
simple,toxicity_identityhate,zeerak_racism,0.5047251225072711
simple,zeerak_racism,davidson_offensive,0.3746745133776828
simple,davidson_offensive,davidson_offensive,0.8206109750413488
simple,toxicity_insult,davidson_offensive,0.3838646144213135
simple,toxicity_severetoxic,davidson_offensive,0.3376647445111736
simple,toxicity_obscene,davidson_offensive,0.39203825596896624
simple,toxicity_toxic,davidson_offensive,0.4305686722130913
simple,zeerak_hate,davidson_offensive,0.5089482382307988
simple,trac_overt,davidson_offensive,0.4830625998945344
simple,ami,davidson_offensive,0.493996957163893
simple,stormfront_sentence,davidson_offensive,0.3489683368266694
simple,zeerak_sexism,davidson_offensive,0.5044508633621653
simple,davidson_toxicity,davidson_offensive,0.8274509742335536
simple,hateval_hate,davidson_offensive,0.529992479879678
simple,davidson_hate,davidson_offensive,0.2091218613301244
simple,hateval_aggression,davidson_offensive,0.4695595453547596
simple,trac_aggr,davidson_offensive,0.4904450947081371
simple,trac_covert,davidson_offensive,0.4901139139774176
simple,offenseval,davidson_offensive,0.5576890756302522
simple,toxicity_threat,davidson_offensive,0.3258942751570801
simple,stormfront_post,davidson_offensive,0.3924571428571429
simple,toxicity_identityhate,davidson_offensive,0.3318278777459606
simple,zeerak_racism,toxicity_insult,0.5031638505727243
simple,davidson_offensive,toxicity_insult,0.4799893887273994
simple,toxicity_insult,toxicity_insult,0.802113810816641
simple,toxicity_severetoxic,toxicity_insult,0.6779287628611468
simple,toxicity_obscene,toxicity_insult,0.7966568444000994
simple,toxicity_toxic,toxicity_insult,0.7301023665907485
simple,zeerak_hate,toxicity_insult,0.4508436567135953
simple,trac_overt,toxicity_insult,0.4756467467394081
simple,ami,toxicity_insult,0.6563168026833273
simple,stormfront_sentence,toxicity_insult,0.48669489294489293
simple,zeerak_sexism,toxicity_insult,0.4851732326615113
simple,davidson_toxicity,toxicity_insult,0.4565113212427568
simple,hateval_hate,toxicity_insult,0.5441108722358723
simple,davidson_hate,toxicity_insult,0.466965989209405
simple,hateval_aggression,toxicity_insult,0.6028838277346601
